card,tory,bill,party,howard,conservative,michael
britain,tory,policy,don,issue,liberal democrat,proposal
foreign,secretary,european,council,date,national,britain
family,blair,prime minister,prime,seven,tony blair,tony
law,appeal,trial,right,foreign,court,held
european,france,britain,europe,british,stand,test
blair,election,campaign,tv,leader,charles,reason
britain,tory,tax,cut,health,authority,spending
chancellor,bill,job,mp,house,court,legal
labour,party,call,rule,information,evidence,tory
blair,brown,labour,election,prime minister,prime,party
school,election,process,vote,future,running,political
labour,brown,blair,prime,election,gordon,fund
scotland,executive,figure,appeal,soon,fight,agency
howard,school,left,admitted,action,started,spending
blair,talk,deal,issue,idea,demand,future
issue,howard,blair,woman,view,party,vote
spending,tax,tory,chancellor,brown,cut,labour
blair,howard,comment,attack,labour,michael,newspaper
campaign,labour,tax,howard,election,cut,prime minister
party,robert,election,europe,vote,political,british
court,labour,appeal,site,right,challenge,act
law,legal,continue,appeal,organisation,force,test
bill,blair,house,tory,control,trial,power
blair,tory,david,real,return,future,don
mp,labour,party,boost,woman,list,target
party,comment,meeting,leader,european,robert,belief
union,executive,wednesday,meeting,proposal,bid,meet
brown,labour,role,chancellor,campaign,wrong,report
past,based,tory,re,london,extra,evidence
labour,tory,party,conservative,campaign,spokesman,sent
party,election,political,public,report,spent,amount
scotland,comment,law,focus,executive,100,real
mp,common,device,martin,phone,using,mobile
offer,effort,help,meeting,spokesman,focus,process
blair,statement,war,call,action,march,2003
issue,party,election,tory,concern,labour,proposal
brown,chancellor,council,tax,economic,extra,cash
election,chancellor,brown,tax,labour,16,vote
special,focus,city,thursday,blair,figure,record
scotland,board,prime minister,prime,labour,future,decision
sport,allow,body,mobile,phone,internet,bill
party,election,european,robert,stand,accused,political
council,situation,sent,vote,spokesman,wrong,special
common,statement,chancellor,brought,martin,newspaper,matter
labour,scotland,election,mp,move,south,campaign
line,council,campaign,executive,cost,mark,found
labour,tory,howard,street,fear,political,information
legal,tory,labour,leader,party,future,reason
evidence,united,british,sent,liberal democrat,liberal,democrat
brown,fund,nation,called,chancellor,proposal,forward
brown,target,development,nation,2005,issue,chancellor
charles,money,wale,mp,official,public,spent
tory,foreign,trying,secretary,europe,change,vote
system,tory,secretary,britain,choice,ensure,howard
election,brown,tax,chancellor,16,date,common
fear,liberal,hope,party,liberal democrat,trial,democrat
coach,appeal,action,decision,court,right,forced
school,child,secretary,support,issue,denied,head
system,tory,economic,failed,blair,labour,process
secretary,blair,prime minister,prime,mp,comment,standard
house,labour,leader,mp,european,issue,process
wale,control,council,brought,themselves,free,announced
tax,labour,howard,tory,blair,cut,party
sport,school,hour,blair,fund,conservative,club
information,act,rule,law,record,public,force
child,rate,cost,authority,proposal,organisation,live
security,involved,robert,wale,attack,mp,vote
policy,research,personal,free,executive,cost,report
labour,school,benefit,brown,failed,policy,term
research,view,policy,council,school,concern,include
mp,trial,proposal,potential,belief,bbc news,act
howard,tory,leader,personal,michael,film,mean
britain,liberal democrat,liberal,democrat,right,war,mean
election,system,report,individual,mp,called,vote
attack,report,authority,key,nation,using,taking
record,act,bill,david,tax,child,woman
school,blair,child,election,doing,labour,conservative
council,proposal,opportunity,third,director,public,short
council,vote,election,authority,local,friday,form
labour,sent,tory,campaign,claim,agency,political
blair,brown,prime minister,prime,book,claim,don
election,court,vote,local,left,labour,office
bill,newspaper,secretary,medium,press,meanwhile,claimed
health,board,wale,local,target,chief executive,12
pay,woman,six,cost,liberal democrat,proposal,liberal
tax,howard,cut,tory,spending,conservative,election
right,family,british,european,appeal,rule,official
future,talk,official,europe,britain,british,director
foreign,secretary,britain,earlier,forced,right,act
tax,brown,chancellor,rate,britain,public,course
card,howard,tory,decision,denied,labour,spokesman
brown,labour,prime minister,prime,blair,chancellor,book
power,force,street,situation,25,wale,minute
law,legal,force,weekend,authority,soon,break
foreign,change,money,local,secretary,announced,cut
tory,cut,britain,spending,tax,public,health
tory,power,earlier,fight,view,law,change
school,british,value,common,100,concern,little
close,power,hour,law,club,secretary,change
trial,secretary,law,deal,issue,liberal democrat,liberal
tory,blair,cut,spending,tax,labour,party
job,cut,public,benefit,economy,union,office
deal,attempt,report,benefit,sale,prime minister,prime
blair,party,tax,vote,tony blair,prime minister,prime
labour,conservative,liberal democrat,liberal,democrat,tory,election
howard,party,election,conservative,tory,statement,issue
blair,prime minister,prime,force,president,europe,right
party,election,leader,european,robert,policy,labour
tory,party,conservative,don,wrong,spent,remains
report,school,england,child,woman,situation,choice
brown,blair,labour,mp,party,election,chancellor
deal,blair,talk,howard,tory,demand,leader
tax,brown,economy,election,spending,tory,labour
trial,manager,charge,line,robert,health,individual
howard,system,tory,claim,risk,policy,agency
party,leader,london,robert,stand,view,spokesman
school,election,process,vote,future,running,political
security,president,found,spokesman,newspaper,street,monday
industry,british,foreign,risk,simply,association,ensure
attack,foreign,british,authority,opportunity,prime minister,prime
labour,2001,am,secretary,party,liberal,popular
child,industry,video,playing,meeting,secretary,call
tax,party,fund,spending,rise,tough,gordon
blair,cut,change,sign,united,prime minister,prime
woman,mp,common,secretary,ve,public,liberal democrat
blair,election,prime minister,prime,public,campaign,labour
prime minister,prime,blair,labour,don,standard,mp
vote,election,individual,mp,form,ensure,date
labour,brown,election,chancellor,prime minister,prime,blair
right,legal,blair,court,law,accused,political
blair,deal,figure,spent,britain,money,take
statement,war,action,legal,march,blair,official
conservative,mp,blair,labour,europe,tony blair,tony
election,campaign,labour,return,street,party,howard
david,blair,policy,key,labour,figure,seen
blair,party,tax,vote,tony blair,prime minister,prime
little,party,british,charles,stand,themselves,howard
britain,policy,robert,extra,provide,benefit,right
stop,ensure,don,choice,brown,blair,result
